age,gender,country,education,job_role,code_time_numeric,has_machine_learning_numeric
35-39,Male,Mexico,Master’s degree,Statistician,3,0
35-39,Male,Japan,Doctoral degree,Data Scientist,3,1
35-39,Male,Canada,Bachelor’s degree,DBA/Database Engineer,1,0
70+,Male,United States of America,Master’s degree,Other,4,0
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,3,1
40-44,Male,United States of America,Master’s degree,Data Scientist,4,0
25-29,Female,Sweden,Bachelor’s degree,Data Analyst,3,0
22-24,Male,India,Master’s degree,Data Scientist,1,0
30-34,Male,Brazil,Bachelor’s degree,Other,3,0
40-44,Female,United States of America,Master’s degree,Data Analyst,2,1
25-29,Male,India,Master’s degree,Data Scientist,3,1
18-21,Male,Other,Master’s degree,Not employed,1,1
60-69,Male,Other,Bachelor’s degree,Software Engineer,2,0
30-34,Male,Japan,Bachelor’s degree,Data Scientist,1,0
60-69,Male,Australia,Master’s degree,Data Analyst,5,1
25-29,Male,France,Professional degree,Data Scientist,2,0
40-44,Male,United States of America,No formal education past high school,Product/Project Manager,6,1
35-39,Male,France,Bachelor’s degree,Student,2,1
25-29,Male,Brazil,Master’s degree,Student,1,1
50-54,Male,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,5,0
25-29,Male,India,Master’s degree,Student,1,1
18-21,Male,Peru,Professional degree,Student,1,1
25-29,Female,Other,Master’s degree,Data Scientist,4,0
35-39,Male,Germany,Master’s degree,Software Engineer,2,0
60-69,Male,United States of America,Doctoral degree,Research Scientist,6,0
30-34,Male,United States of America,Doctoral degree,Data Scientist,4,1
30-34,Male,United States of America,Master’s degree,Data Scientist,3,1
30-34,Male,Other,Bachelor’s degree,Student,1,1
35-39,Male,Poland,Some college/university study without earning a bachelor’s degree,Not employed,0,1
55-59,Male,United States of America,Master’s degree,Data Scientist,6,1
35-39,Male,Australia,Master’s degree,Data Scientist,3,1
30-34,Male,Norway,Master’s degree,Data Scientist,3,1
30-34,Male,Spain,Doctoral degree,Research Scientist,4,0
35-39,Male,South Africa,Master’s degree,Student,3,1
60-69,Male,Egypt,Master’s degree,Product/Project Manager,6,1
30-34,Female,Egypt,Bachelor’s degree,Software Engineer,4,0
40-44,Male,Australia,Bachelor’s degree,Data Scientist,6,1
25-29,Male,United States of America,Bachelor’s degree,Data Scientist,4,1
22-24,Male,India,Bachelor’s degree,Software Engineer,1,0
35-39,Male,Canada,Master’s degree,Software Engineer,1,0
35-39,Male,United States of America,Master’s degree,Data Scientist,3,1
18-21,Male,United States of America,Bachelor’s degree,Business Analyst,1,0
45-49,Male,South Korea,Bachelor’s degree,Product/Project Manager,5,0
55-59,Prefer not to say,United States of America,Bachelor’s degree,Other,6,0
40-44,Male,Australia,Bachelor’s degree,Data Analyst,0,1
18-21,Male,United States of America,Bachelor’s degree,Student,2,1
25-29,Male,Colombia,Master’s degree,Data Scientist,4,1
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,2,0
22-24,Female,Thailand,No formal education past high school,Student,0,1
25-29,Male,United States of America,Bachelor’s degree,Data Scientist,3,1
22-24,Male,Sweden,Master’s degree,Student,1,1
40-44,Male,United States of America,Master’s degree,Data Engineer,5,1
45-49,Male,India,Master’s degree,Software Engineer,2,1
45-49,Female,Spain,Master’s degree,Product/Project Manager,5,1
45-49,Male,Nigeria,Master’s degree,Not employed,1,1
45-49,Male,United States of America,Master’s degree,Software Engineer,2,0
30-34,Male,Brazil,Professional degree,Business Analyst,1,0
25-29,Male,India,Master’s degree,Other,1,0
35-39,Male,United States of America,Master’s degree,Other,4,1
40-44,Female,United States of America,Master’s degree,Data Scientist,5,0
50-54,Male,Spain,Doctoral degree,Data Engineer,6,1
30-34,Male,United States of America,Doctoral degree,Student,3,1
22-24,Male,India,Bachelor’s degree,Software Engineer,1,1
18-21,Male,Japan,Some college/university study without earning a bachelor’s degree,Student,3,1
30-34,Male,Australia,Master’s degree,Other,3,0
30-34,Male,India,Doctoral degree,Software Engineer,4,0
22-24,Male,Brazil,Bachelor’s degree,Not employed,2,1
30-34,Male,Turkey,Doctoral degree,Data Scientist,4,1
30-34,Male,United States of America,Doctoral degree,Data Scientist,4,1
40-44,Male,Japan,Master’s degree,Data Engineer,6,0
40-44,Male,Australia,Some college/university study without earning a bachelor’s degree,Data Scientist,6,1
18-21,Female,Pakistan,Bachelor’s degree,Data Analyst,2,0
40-44,Female,Brazil,I prefer not to answer,Data Scientist,5,1
50-54,Female,United States of America,Bachelor’s degree,Product/Project Manager,0,0
22-24,Male,Japan,Bachelor’s degree,Data Scientist,2,0
55-59,Female,United States of America,Master’s degree,Data Scientist,4,1
40-44,Male,United States of America,Master’s degree,Data Scientist,3,1
18-21,Male,Nigeria,Bachelor’s degree,Student,1,1
25-29,Male,United States of America,Bachelor’s degree,Data Analyst,3,0
25-29,Male,Canada,Doctoral degree,Research Scientist,4,1
18-21,Male,Colombia,Some college/university study without earning a bachelor’s degree,Student,1,1
22-24,Male,Australia,Bachelor’s degree,Business Analyst,1,1
18-21,Male,China,Some college/university study without earning a bachelor’s degree,Student,1,1
25-29,Male,Republic of Korea,Bachelor’s degree,Student,1,1
25-29,Female,Australia,Master’s degree,Other,4,0
30-34,Male,Brazil,Some college/university study without earning a bachelor’s degree,Product/Project Manager,1,0
25-29,Male,Singapore,Doctoral degree,Other,4,1
45-49,Male,Mexico,Master’s degree,Product/Project Manager,1,0
25-29,Male,Colombia,Bachelor’s degree,Research Scientist,1,0
40-44,Male,Australia,Master’s degree,DBA/Database Engineer,5,0
40-44,Male,United States of America,Master’s degree,Software Engineer,5,1
70+,Male,United States of America,Master’s degree,Data Engineer,6,1
30-34,Male,United States of America,Master’s degree,Student,1,1
22-24,Male,India,Bachelor’s degree,Student,2,1
50-54,Female,Japan,Doctoral degree,Research Scientist,6,0
25-29,Male,South Korea,Master’s degree,Data Scientist,3,1
60-69,Male,United States of America,Doctoral degree,Research Scientist,5,1
18-21,Female,South Korea,Bachelor’s degree,Student,1,1
22-24,Male,Bangladesh,Bachelor’s degree,Student,0,1
35-39,Male,India,Doctoral degree,Data Scientist,1,1
25-29,Female,United States of America,Doctoral degree,Research Scientist,4,0
18-21,Male,Brazil,Bachelor’s degree,Student,1,1
30-34,Male,Czech Republic,Master’s degree,Software Engineer,3,0
55-59,Male,Malaysia,Bachelor’s degree,Data Analyst,2,0
22-24,Male,India,Bachelor’s degree,Student,1,1
30-34,Male,Other,Master’s degree,Software Engineer,1,1
25-29,Male,Morocco,I prefer not to answer,Research Scientist,3,0
30-34,Male,India,Master’s degree,Data Analyst,3,0
30-34,Male,Japan,Master’s degree,Other,1,1
55-59,Male,Russia,Master’s degree,Not employed,4,1
25-29,Male,India,Bachelor’s degree,Business Analyst,3,1
25-29,Female,Saudi Arabia,Bachelor’s degree,Not employed,1,1
55-59,Male,India,Master’s degree,Business Analyst,2,0
35-39,Male,United States of America,Master’s degree,Other,2,0
25-29,Male,Canada,Master’s degree,Data Scientist,3,0
40-44,Male,Japan,Master’s degree,Other,2,0
50-54,Female,Portugal,Doctoral degree,Data Analyst,3,0
30-34,Male,Singapore,Doctoral degree,Student,4,1
30-34,Male,Portugal,Master’s degree,Software Engineer,2,0
55-59,Male,Japan,Doctoral degree,Research Scientist,6,0
35-39,Male,Japan,Master’s degree,Research Scientist,4,1
35-39,Male,Japan,Master’s degree,Other,1,0
25-29,Male,United States of America,Master’s degree,Student,2,1
25-29,Female,United States of America,Master’s degree,Research Scientist,2,0
45-49,Male,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,1,0
22-24,Male,Brazil,Master’s degree,Data Scientist,2,1
25-29,Male,Canada,Master’s degree,Data Scientist,3,1
50-54,Male,Brazil,Bachelor’s degree,Other,0,0
30-34,Male,India,Bachelor’s degree,Software Engineer,3,0
22-24,Female,Tunisia,Bachelor’s degree,Not employed,2,1
30-34,Male,Peru,Master’s degree,Data Scientist,3,1
18-21,Male,United States of America,Some college/university study without earning a bachelor’s degree,Student,2,1
40-44,Male,Taiwan,Doctoral degree,Data Scientist,3,1
45-49,Male,United States of America,Doctoral degree,Other,5,0
55-59,Male,Poland,Master’s degree,Software Engineer,2,0
22-24,Male,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst,1,0
30-34,Male,Pakistan,Master’s degree,Student,2,1
22-24,Female,United States of America,Master’s degree,Data Analyst,1,0
35-39,Male,United States of America,Master’s degree,Product/Project Manager,5,0
45-49,Male,Japan,Master’s degree,Software Engineer,1,1
35-39,Female,United States of America,Master’s degree,Data Analyst,4,0
45-49,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,4,1
70+,Female,United States of America,Master’s degree,Business Analyst,3,0
40-44,Male,Australia,Bachelor’s degree,Software Engineer,2,0
55-59,Male,United States of America,Doctoral degree,Other,2,0
30-34,Male,United States of America,Master’s degree,Data Scientist,4,1
40-44,Male,Singapore,Master’s degree,Data Scientist,3,0
40-44,Male,Republic of Korea,Master’s degree,Data Analyst,1,0
35-39,Male,Brazil,Doctoral degree,Student,3,1
22-24,Male,Other,Master’s degree,Software Engineer,2,1
30-34,Male,Ireland,Master’s degree,Data Scientist,3,1
25-29,Male,Nigeria,Master’s degree,Data Scientist,1,0
35-39,Male,Taiwan,Professional degree,Research Scientist,4,0
60-69,Male,United States of America,Some college/university study without earning a bachelor’s degree,Product/Project Manager,5,0
55-59,Male,Spain,Master’s degree,Data Scientist,5,0
45-49,Male,Australia,Master’s degree,Business Analyst,1,1
35-39,Male,Other,Master’s degree,Software Engineer,1,0
45-49,Male,Other,Master’s degree,Business Analyst,1,0
30-34,Male,Brazil,Master’s degree,Data Scientist,5,1
30-34,Male,Other,Master’s degree,Other,2,0
35-39,Male,Japan,Master’s degree,Other,0,0
35-39,Male,United States of America,Doctoral degree,Research Scientist,4,1
55-59,Male,Thailand,Doctoral degree,Research Scientist,3,1
40-44,Male,United States of America,Master’s degree,Product/Project Manager,2,1
40-44,Male,Brazil,Bachelor’s degree,Other,1,0
30-34,Male,South Korea,Bachelor’s degree,Data Engineer,2,0
30-34,Male,United States of America,Bachelor’s degree,Other,1,0
22-24,Male,Egypt,Bachelor’s degree,Software Engineer,1,0
30-34,Male,United States of America,Master’s degree,Data Scientist,4,1
40-44,Male,Australia,Bachelor’s degree,Data Analyst,5,0
40-44,Male,United States of America,Master’s degree,DBA/Database Engineer,4,0
50-54,Male,United States of America,Master’s degree,Data Scientist,2,0
22-24,Male,Other,Master’s degree,Student,1,1
45-49,Male,Japan,Master’s degree,Other,6,0
30-34,Male,Colombia,Doctoral degree,Research Scientist,4,1
30-34,Male,Taiwan,Master’s degree,Data Scientist,3,1
22-24,Male,Canada,Bachelor’s degree,Student,1,1
40-44,Male,United States of America,Master’s degree,Data Scientist,4,0
35-39,Male,United States of America,Master’s degree,Software Engineer,4,0
25-29,Male,Australia,Master’s degree,Other,1,0
25-29,Male,India,Master’s degree,Data Scientist,2,1
50-54,Female,Japan,Bachelor’s degree,Data Analyst,3,0
30-34,Male,United States of America,Bachelor’s degree,Data Engineer,4,1
25-29,Male,United States of America,Master’s degree,Data Scientist,2,1
18-21,Female,United States of America,Master’s degree,Student,3,1
25-29,Male,United States of America,Master’s degree,Data Analyst,4,1
30-34,Male,Indonesia,Master’s degree,Research Scientist,0,0
18-21,Male,Indonesia,Bachelor’s degree,Student,1,1
60-69,Male,United States of America,Doctoral degree,Other,6,0
35-39,Male,United States of America,Bachelor’s degree,Data Analyst,5,1
35-39,Male,Israel,Bachelor’s degree,Data Scientist,5,1
35-39,Male,United States of America,Bachelor’s degree,Software Engineer,3,1
45-49,Male,Japan,Master’s degree,Product/Project Manager,3,0
45-49,Male,South Korea,Professional degree,Software Engineer,2,1
22-24,Male,Nigeria,Master’s degree,Student,1,1
22-24,Male,Brazil,Bachelor’s degree,Data Scientist,2,1
22-24,Male,Nigeria,Bachelor’s degree,Not employed,1,1
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Student,2,1
50-54,Male,Canada,Doctoral degree,Product/Project Manager,4,0
45-49,Male,Japan,Doctoral degree,Data Scientist,5,1
40-44,Prefer not to say,Australia,Bachelor’s degree,Product/Project Manager,5,1
35-39,Male,Mexico,Master’s degree,Other,0,0
22-24,Male,Denmark,Master’s degree,Other,3,1
30-34,Male,Brazil,Doctoral degree,Research Scientist,3,0
18-21,Male,India,Some college/university study without earning a bachelor’s degree,Student,2,1
35-39,Male,Brazil,Doctoral degree,Research Scientist,3,1
25-29,Male,Canada,Master’s degree,Data Scientist,4,1
30-34,Male,Canada,Bachelor’s degree,Not employed,3,1
45-49,Male,United States of America,Doctoral degree,Data Scientist,3,1
45-49,Female,Russia,No formal education past high school,Other,0,0
35-39,Male,United States of America,Master’s degree,Student,5,1
25-29,Male,Nigeria,Bachelor’s degree,Software Engineer,2,0
22-24,Female,Colombia,Some college/university study without earning a bachelor’s degree,Student,1,1
45-49,Male,Viet Nam,Master’s degree,Research Scientist,1,0
35-39,Male,United States of America,Master’s degree,Data Scientist,4,1
25-29,Female,Saudi Arabia,Master’s degree,Statistician,2,0
35-39,Female,United States of America,Doctoral degree,Data Scientist,4,1
25-29,Male,China,Doctoral degree,Student,2,1
18-21,Female,India,Bachelor’s degree,Student,2,1
22-24,Female,Indonesia,No formal education past high school,Statistician,3,0
25-29,Male,Japan,Master’s degree,Software Engineer,2,1
22-24,Male,Brazil,Bachelor’s degree,Student,0,1
25-29,Male,Republic of Korea,Bachelor’s degree,Data Analyst,2,0
30-34,Male,Japan,Master’s degree,Other,1,0
45-49,Male,United States of America,Bachelor’s degree,Software Engineer,6,1
18-21,Male,India,Master’s degree,Student,2,1
55-59,Male,United States of America,Master’s degree,Other,0,0
30-34,Female,Egypt,Master’s degree,Other,3,0
30-34,Male,United States of America,Master’s degree,Data Analyst,3,0
35-39,Male,Viet Nam,Master’s degree,Data Scientist,4,1
35-39,Female,United States of America,Master’s degree,Data Scientist,1,1
25-29,Male,United States of America,Master’s degree,Other,2,1
70+,Male,United States of America,Master’s degree,Research Scientist,6,1
45-49,Male,Japan,Bachelor’s degree,Software Engineer,0,0
25-29,Male,Tunisia,Master’s degree,Data Scientist,2,1
25-29,Male,South Korea,Some college/university study without earning a bachelor’s degree,Student,1,1
35-39,Male,Hong Kong (S.A.R.),Master’s degree,Data Analyst,3,1
30-34,Male,Japan,Master’s degree,Software Engineer,2,1
40-44,Male,South Korea,I prefer not to answer,Software Engineer,0,1
50-54,Male,Brazil,Bachelor’s degree,Software Engineer,6,1
30-34,Male,Taiwan,No formal education past high school,Not employed,2,1
55-59,Male,Chile,Doctoral degree,Research Scientist,4,1
50-54,Male,Japan,Master’s degree,Software Engineer,1,0
45-49,Female,United States of America,Master’s degree,Data Scientist,2,1
22-24,Male,Bangladesh,Bachelor’s degree,Data Analyst,3,1
